;UniqueOPID;LatitudeEpsg4326;LongitudeEpsg4326;Name;OPTafTapCode;Country;ValidityDateStart;ValidityDateEnd;IsCurrentlyValid
22548;FR0000010686;48.795893;2.1053442;Accès à Faisceau voies de réception + 1er Groupe;;FR;1799-12-31 23:00:00+00:00;;Valid
18408;FR0000010765;45.8854773;0.5739623;Accès à Faisceau impair 3 à 9;;FR;1799-12-31 23:00:00+00:00;;Valid
19526;FR0000010822;45.1089895;2.8688104;Accès à Faisceau Pair;;FR;1799-12-31 23:00:00+00:00;;Valid
16382;FR0000010937;48.9902885;1.6959646;Accès à Faisceau Mantes-la-Jolie Voies Marchandises;;FR;1799-12-31 23:00:00+00:00;;Valid
15725;FR0000010959;50.9471479;1.8397931;Accès à Faisceau Voyageurs;FR02373;FR;1799-12-31 23:00:00+00:00;;Valid
15275;FR0000011034;50.3453684;3.0514257;Accès à Faisceau Garages Pairs;;FR;1799-12-31 23:00:00+00:00;;Valid
15246;FR0000011105;50.3707841;3.0905189;Accès à Faisceau Cour Sud;;FR;1799-12-31 23:00:00+00:00;;Valid
22547;FR0000011967;48.7222203;2.2729458;Accès à CURMA;;FR;2004-02-29 23:00:00+00:00;;Valid
15721;FR0000011973;50.9334849;1.8472219;Accès à ET Littoral UPT Fréthun (Calais);;FR;1799-12-31 23:00:00+00:00;;Valid
13858;FR0000012137;49.5333275;3.8506404;Accès à Faisceau Administration militaire (Sissonne);;FR;1799-12-31 23:00:00+00:00;;Valid
21292;FR0000013304;47.4502328;5.5698309;Accès à Giroux;;FR;1799-12-31 23:00:00+00:00;;Valid
13377;FR0000013437;48.6047012;6.1870693;Accès à ZI Ludres;;FR;1799-12-31 23:00:00+00:00;;Valid
17381;FR0000013859;47.3704622;-0.7001372;Accès à Faisceau Impair Equipement;;FR;1799-12-31 23:00:00+00:00;;Valid
17668;FR0000013882;48.4582185;1.7727885;Accès à Embt coop agricole du syndicat du Dunois;;FR;1799-12-31 23:00:00+00:00;;Valid
15714;FR0000013944;50.9319894;1.8453584;Accès à Faisceau Local;;FR;1799-12-31 23:00:00+00:00;;Valid
16304;FR0000013998;48.990183;1.7010327;Accès à Dépôt;;FR;1799-12-31 23:00:00+00:00;;Valid
16669;FR0000014071;48.4963212;-4.0786571;Accès à Faisceau Pair;;FR;1799-12-31 23:00:00+00:00;;Valid
19803;FR0000014202;48.1784905;2.7400017;Accès à Faisceau Pair;;FR;1799-12-31 23:00:00+00:00;;Valid
21293;FR0000014559;47.4501123;5.5691389;Accès à Faisceau Impair;;FR;1799-12-31 23:00:00+00:00;;Valid
19061;FR0000015189;42.432779;1.9482139;Accès à Faisceau V3;;FR;1799-12-31 23:00:00+00:00;;Valid
18109;FR0000015332;45.6868259;-0.3186365;Accès à Faisceau Pair;;FR;2004-04-29 22:00:00+00:00;;Valid
13373;FR0000015662;48.6182463;6.2846384;Accès à Entreprise Pétrolière de Nancy;FR00378;FR;2004-02-29 23:00:00+00:00;;Valid
19065;FR0000015686;42.5020526;2.1122877;Accès à Faisceau pair 4 et 6;;FR;1799-12-31 23:00:00+00:00;;Valid
22093;FR0000015856;43.5287672;5.2373772;Embt SIF;;FR;1799-12-31 23:00:00+00:00;;Valid
17663;FR0000015967;48.444948;1.7790662;Fin de ligne;;FR;1799-12-31 23:00:00+00:00;;Valid
22468;FR0000015969;48.8750174;2.3263647;Fin de ligne;;FR;1998-12-31 23:00:00+00:00;2022-05-28 22:00:00+00:00;Invalid
21708;FR0000015978;45.9064407;6.7006135;Fin de ligne;;FR;1799-12-31 23:00:00+00:00;;Valid
43220;FR0000016025;50.6363736;3.0707366;Fin de ligne;;FR;1799-12-31 23:00:00+00:00;;Valid
19054;FR0000016036;42.5933548;2.3705437;Fin de ligne;;FR;1799-12-31 23:00:00+00:00;;Valid
51025;FR0000016073;48.9831868;1.8830049;Fin de ligne;FR02827;FR;1799-12-31 23:00:00+00:00;;Valid
43227;FR0000016163;50.636034;3.0710542;Fin de ligne;;FR;1799-12-31 23:00:00+00:00;;Valid
50928;FR0000016181;50.4704344;2.5987185;Fin de ligne;;FR;1799-12-31 23:00:00+00:00;;Valid
15717;FR0000016200;50.9610478;1.8630648;Fin de ligne;;FR;1799-12-31 23:00:00+00:00;;Valid
43225;FR0000016221;47.4250095;2.0483407;Fin de ligne;;FR;1799-12-31 23:00:00+00:00;;Valid
19759;FR0000016334;48.3261858;2.5824178;Fin de ligne exploitée;;FR;2012-02-19 23:00:00+00:00;;Valid
14409;FR0000016368;49.219412;6.6359987;Fin de ligne exploitée;;FR;2017-04-30 22:00:00+00:00;;Valid
21711;FR0000016430;45.9087997;6.7726803;Vaudagne;FR07070;FR;1799-12-31 23:00:00+00:00;;Valid
21694;FR0000016537;45.9069132;6.7019249;Voie métrique;;FR;2017-08-31 22:00:00+00:00;;Valid
19697;FR0000016547;48.2639794;2.394192;Fin de ligne exploitée;;FR;2018-02-27 23:00:00+00:00;;Valid
16068;FR0000016601;48.9559234;2.0832925;Bif des Ambassadeurs;;FR;2018-03-23 23:00:00+00:00;;Valid
50944;FR0000016675;43.42879;4.7796909;Accès à Salins du midi;;FR;2004-02-29 23:00:00+00:00;;Valid
50947;FR0000022832;47.3201282;1.6818497;Base Aérienne;FR08739;FR;2018-12-08 23:00:00+00:00;;Valid
15348;FR0000022904;48.9023517;2.3539852;Ex EMT de La Plaine;;FR;1799-12-31 23:00:00+00:00;;Valid
43246;FR0000022980;43.7748811;7.493457;Accès à Faisceau impair;;FR;1799-12-31 23:00:00+00:00;;Valid
50963;FR0000023002;47.2126743;5.3103336;EP SMS;;FR;2017-08-31 22:00:00+00:00;;Valid
50965;FR0000023004;47.2126743;5.3103336;Embranchement résilié;;FR;2017-08-31 22:00:00+00:00;;Valid
50966;FR0000023005;47.2126743;5.3103336;ITE;;FR;2017-08-31 22:00:00+00:00;;Valid
50969;FR0000023008;47.2126743;5.3103336;SERNAM;;FR;2017-08-31 22:00:00+00:00;;Valid
43281;FR9900000401;45.9237482;6.8751345;Accès à Faisceau pair;;FR;1799-12-31 23:00:00+00:00;;Valid
15657;FR9900001040;48.0592972;4.3887872;Fin de ligne exploitée;;FR;2002-12-31 23:00:00+00:00;;Valid
21976;FR9900001043;47.1310278;1.434046;Fin de ligne exploitée;;FR;1998-11-30 23:00:00+00:00;;Valid
18113;FR9900001117;49.1045186;4.9971495;Fin de ligne exploitée;;FR;2017-04-27 22:00:00+00:00;;Valid
13242;FR9900001192;49.1948762;6.6733282;Faisceau Pair Creutzwald V4;;FR;1799-12-31 23:00:00+00:00;;Valid
42055;FR9900001436;45.6592641;-0.2506374;Gensac-la-Pallue;FR04073;FR;1799-12-31 23:00:00+00:00;;Valid
43351;FR9900001451;48.2879542;2.4809883;Herbeauvilliers;;FR;1799-12-31 23:00:00+00:00;;Valid
43369;FR9900002061;48.2817278;2.397338;Technical change;;FR;;;Invalid
43373;FR9900002076;47.9145389;1.9118745;Technical change;;FR;;;Invalid
43401;FR9900002083;48.7394117;2.7323467;Technical change;;FR;;;Invalid
43382;FR9900002096;48.5738119;7.7931767;Technical change;;FR;;;Invalid
43417;FR9900002123;48.8975088;2.3707292;Technical change;;FR;;;Invalid
43424;FR9900002138;48.7590102;7.1370567;Technical change;;FR;;;Invalid
51047;FR9900003064;47.3372948;5.0590316;ZI de DIJON NORD;;FR;1799-12-31 23:00:00+00:00;;Valid
51066;FR9900003124;46.1599434;-1.2060343;La Rochelle-Pallice;FR03881;FR;1799-12-31 23:00:00+00:00;;Valid
51093;FR9900003325;48.9764706;1.8622035;Accès à RNUR Accès Ouest;;FR;2004-02-29 23:00:00+00:00;;Valid
51187;FR9900003541;47.2126743;5.3103336;Embt S/STA.SES;;FR;2017-08-31 22:00:00+00:00;;Valid
51190;FR9900003544;47.2126743;5.3103336;SOMEREM;;FR;2017-08-31 22:00:00+00:00;;Valid
51192;FR9900003546;47.2126743;5.3103336;Embt Résilié;;FR;2017-08-31 22:00:00+00:00;;Valid
51194;FR9900003548;47.2126743;5.3103336;GENESTIER;;FR;2017-08-31 22:00:00+00:00;;Valid
51196;FR9900003550;47.2126743;5.3103336;GEI Framatome COPAL;;FR;2017-08-31 22:00:00+00:00;;Valid
51200;FR9900003554;47.2126743;5.3103336;67 à 74 Chantier de Conditionnement;;FR;2017-08-31 22:00:00+00:00;;Valid
51201;FR9900003555;47.2126743;5.3103336;Embt Thevenin-Ducrot;;FR;2017-08-31 22:00:00+00:00;;Valid
51202;FR9900003556;47.2126743;5.3103336;Embranchement résilié;;FR;2017-08-31 22:00:00+00:00;;Valid
51254;FR9900003611;45.5102032;4.2807963;Technical change;;FR;;;Invalid
51269;FR9900003630;49.0018844;7.035623;Technical change;;FR;;;Invalid
51284;FR9900003649;48.7168179;2.4304589;Technical change;;FR;;;Invalid
51285;FR9900003650;48.7129195;2.4226035;Technical change;;FR;;;Invalid
51301;FR9900003667;48.79598;2.10223;Technical change;;FR;;;Invalid
51313;FR9900003710;48.971552;1.7392459;Accès à Desserte par train terminus-origine;;FR;2004-02-29 23:00:00+00:00;;Valid
51314;FR9900003715;45.5434389;5.5250677;Accès à Faisceau Impair;;FR;1799-12-31 23:00:00+00:00;;Valid
51316;FR9900003724;48.9592873;2.1127257;Accès à Achères (ex Triage);FR02799;FR;1799-12-31 23:00:00+00:00;;Valid
51318;FR9900003727;44.9155517;4.8890186;Accès à Faisceau Pair V4 à V34;;FR;1799-12-31 23:00:00+00:00;;Valid
51319;FR9900003728;44.5618935;4.7455748;Accès à Faisceau Impair;;FR;1799-12-31 23:00:00+00:00;;Valid
51320;FR9900003730;47.2198623;-1.5286576;Accès à UPM Nantes (Technicentre PDL);;FR;1799-12-31 23:00:00+00:00;;Valid
51321;FR9900003732;48.7163832;2.4306886;Accès à Faisceau V6S-V8S;;FR;1799-12-31 23:00:00+00:00;;Valid
51337;FR9900003759;47.4763387;-0.5087684;Bif 450611/450615;;FR;1799-12-31 23:00:00+00:00;;Valid
51339;FR9900003761;48.3686088;5.6929858;notAvailableName;;FR;2017-11-29 23:00:00+00:00;;Valid
51348;FR9900003776;47.63884;0.163228;Fin de ligne exploitée;;FR;1991-12-24 23:00:00+00:00;;Valid
51356;FR9900003790;44.0909053;4.6846854;Fin de ligne exploitée;;FR;2009-12-31 23:00:00+00:00;;Valid
51357;FR9900003791;46.869355;5.1601844;Fin de ligne exploitée;;FR;1973-06-30 22:00:00+00:00;;Valid
51376;FR9900003819;47.831529;5.779809;Faisceau impair 3;;FR;2017-08-31 22:00:00+00:00;;Valid
51380;FR9900003823;48.7229903;2.4417749;Faisceau V10N-V12N;;FR;2021-07-27 22:00:00+00:00;;Valid
51419;FR9900003862;43.0745774;0.5836362;Technical change;;FR;;;Invalid
51420;FR9900003863;46.4470106;4.1135067;Technical change;;FR;;;Invalid
51424;FR9900003867;43.9380532;4.5739635;Technical change;;FR;;;Invalid
51427;FR9900003870;48.5179353;1.6849749;Technical change;;FR;;;Invalid
51428;FR9900003871;48.4998335;1.6114671;Technical change;;FR;;;Invalid
51429;FR9900003872;49.3644988;4.1783047;Technical change;;FR;;;Invalid
51430;FR9900003874;50.2714647;3.9754374;Technical change;;FR;;;Invalid
51431;FR9900003875;43.8302194;5.0456372;Technical change;;FR;;;Invalid
51432;FR9900003876;48.7354401;2.2760725;Technical change;;FR;;;Invalid
51433;FR9900003877;48.4958453;-2.7857128;Technical change;;FR;;;Invalid
51434;FR9900003878;48.2614945;7.4431937;Technical change;;FR;;;Invalid
51435;FR9900003879;49.6012463;1.1088954;Technical change;;FR;;;Invalid
51436;FR9900003880;49.6325076;1.0473875;Technical change;;FR;;;Invalid
51437;FR9900003881;49.3463954;2.7369971;Technical change;;FR;;;Invalid
51438;FR9900003882;50.276742;2.7478952;Technical change;;FR;;;Invalid
51439;FR9900003883;50.3756071;2.3528527;Technical change;;FR;;;Invalid
51440;FR9900003884;44.7365699;3.8506586;Technical change;;FR;;;Invalid
51441;FR9900003886;46.8338457;0.096425;Technical change;;FR;;;Invalid
51442;FR9900003887;48.7963704;2.0882005;Technical change;;FR;;;Invalid
51443;FR9900003888;48.9060059;2.0730203;Technical change;;FR;;;Invalid
51444;FR9900003889;48.9085802;2.0731325;Technical change;;FR;;;Invalid
16411;FRZZY0000020;49.4208;0.2675;Limite SNCF-RESEAU - GPM Rouen;;FR;1899-12-31 23:00:00+00:00;2100-12-30 23:00:00+00:00;Valid
16412;FRZZZ0000014;49.426;0.24;GPM ROUEN Honfleur;;FR;1899-12-31 23:00:00+00:00;2100-12-30 23:00:00+00:00;Valid
22412;FRZZZ0000030;48.9366;2.2664;Port de Gennevilliers;;FR;1899-12-31 23:00:00+00:00;2100-12-30 23:00:00+00:00;Valid
27470;IT00047;45.0230099;7.6576435;DEV. ESTR. TO L. LATO MONCALIERI;IT00047;IT;;;Invalid
26462;IT01813;45.5328104;10.2101713;BRESCIA EST PIAZZALE SUD;IT01813;IT;;;Invalid
27439;IT04528;44.2756314;8.4389489;VADO LIGURE ZONA INDUSTRIALE;IT04528;IT;;;Invalid
27150;IT06933;43.5241159;11.6578487;PC ASCIONE;IT06933;IT;;;Invalid
27136;IT06934;43.5953998;11.5084005;PC RENACCI;IT06934;IT;;;Invalid
41922;IT07116;43.619437;13.5090989;ANCONA MARITTIMA;IT07116;IT;;;Invalid
27249;IT07220;42.7901525;12.7554449;S.GIACOMO DI SPOLETO;IT07220;IT;;;Invalid
25524;IT11500;41.0745354;16.7749263;MODUGNO;IT11500;IT;;;Invalid
25531;IT11513;41.1055328;16.8306854;BARI S.ANDREA;IT11513;IT;;;Invalid
25525;IT11515;41.0862675;16.7793191;MODUGNO CITTA';IT11515;IT;;;Invalid
31527;PL00876;53.924533;18.579929;Jabłowo;PL00876;PL;1992-12-31 23:00:00+00:00;;Valid
30564;PL07046;50.344882;18.768733;Zabrze Mikulczyce;PL07046;PL;2013-03-31 22:00:00+00:00;;Valid
29834;PL09376;50.869352;20.388738;Rykoszyn GT;PL09376;PL;;;Invalid
31815;PL50129;50.639475;17.951574;Opole Groszowice OGB;PL50129;PL;;;Invalid
29151;PL50249;52.299142;21.009927;Warszawa Praga WPT D;PL50249;PL;;;Invalid
30968;PL50301;50.279874;18.875954;L187 km:4,2 KWK POKÓJ - PLK;PL50301;PL;;;Invalid
31031;PL50303;50.278787;18.739912;L200 km:6,469 PLK - KWK Sośnica-M.;PL50303;PL;;;Invalid
31561;PL50308;54.077538;21.419451;L259 km:2,513 PLK - SKPL;PL50308;PL;;;Invalid
43483;PL50311;52.033969;15.603237;L393 km:2,51 PLK - Katowicki Węgiel;PL50311;PL;;;Invalid
32595;PL50313;53.561325;14.525706;L431 km:3,906 PLK - Z-dy Ch. POLICE;PL50313;PL;;;Invalid
32611;PL50314;52.256231;21.08201;L452 km:6,449 PLK - PKP Intercity;PL50314;PL;;;Invalid
32626;PL50315;52.256244;21.086524;L545 km:2,234 PLK - PKP Intercity;PL50315;PL;;;Invalid
32646;PL50317;50.269826;19.077999;L678 km:1,728 Infra Silesia - PLK;PL50317;PL;;;Invalid
32649;PL50318;50.361606;18.949224;L716 km:2,632 PLK - Infra Silesia;PL50318;PL;;;Invalid
32687;PL50323;50.228316;18.976555;L864 km:0 PLK - Infra Silesia S.A.;PL50323;PL;;;Invalid
32692;PL50332;50.042882;18.492746;L877 km:,46 PLK - Infra Silesia;PL50332;PL;;;Invalid
32693;PL50333;50.045339;18.750073;L878 km:,033 PLK - JSK Sp. z o.o.;PL50333;PL;;;Invalid
32695;PL50334;50.154102;18.67597;L880 km:,544 PLK - POLHO Sp.z o.o.;PL50334;PL;;;Invalid
32694;PL50335;50.156985;18.663252;L880 km:1,522 POLHO Sp.z o.o. - PLK;PL50335;PL;;;Invalid
32696;PL50336;50.021269;19.183891;L882 km:,481 PLK - KWK Piast RuchII;PL50336;PL;;;Invalid
32697;PL50337;50.171979;19.120912;L883 km:2,734 PLK - CTL Maczki-Bór;PL50337;PL;;;Invalid
43486;PL50338;50.139681;19.12794;L884 km:,051 PLK - Nadw.Z-d Tr.Kol.;PL50338;PL;;;Invalid
32698;PL50339;50.076553;19.182769;L885 km:,103 PLK - KWK Piast Ruch I;PL50339;PL;;;Invalid
32699;PL50340;50.040828;19.294289;L886 km:,104 PLK - Rail Polska;PL50340;PL;;;Invalid
32700;PL50341;50.361268;18.956549;L887 km:,279 PLK - ZG Piekary;PL50341;PL;;;Invalid
43489;PL50342;50.372614;18.877712;L888 km:,065 PLK - Mostva;PL50342;PL;;;Invalid
32702;PL50343;50.29358;18.257407;L890 km:1,43 CTL CHEMKOL - PLK;PL50343;PL;;;Invalid
32701;PL50344;50.302197;18.248768;L890 km:,179 PLK - CTL CHEMKOL;PL50344;PL;;;Invalid
32703;PL50345;50.393437;18.155292;L891 km:,041 PLK - ZK ZDZIESZOWICE;PL50345;PL;;;Invalid
32704;PL50346;50.415998;18.132722;L891 km:3,122 ZK ZDZIESZOWICE - PLK;PL50346;PL;;;Invalid
32706;PL50347;50.285191;18.761086;L893 km:2,906 KWK Makoszowy - PLK;PL50347;PL;;;Invalid
32705;PL50348;50.27525;18.766968;L893 km:1,602 PLK - KWK Makoszowy;PL50348;PL;;;Invalid
32707;PL50349;50.259662;18.825686;L894 km:,116 PLK - KWK Halemba;PL50349;PL;;;Invalid
32708;PL50350;50.271654;18.960464;L895 km:,172 PLK - KWK KLEOFAS;PL50350;PL;;;Invalid
32709;PL50351;50.240613;18.947685;L896 km:1,205 PLK - Infra Silesia;PL50351;PL;;;Invalid
43490;PL50352;50.239068;18.965686;L897 km:,08 PLK - Infra Silesia;PL50352;PL;;;Invalid
32710;PL50353;50.218161;19.002258;L898 km:,117 PLK - Infra Silesia;PL50353;PL;;;Invalid
32711;PL50354;53.06071;21.631902;L900 km:,295 PLK - ZE Ostrołęka;PL50354;PL;;;Invalid
32712;PL50355;52.256162;21.084619;L903 km:2,239 PLK - PKP Intercity;PL50355;PL;;;Invalid
32715;PL50358;52.218645;20.960092;L919 km:3,465 PLK - PKP PR;PL50358;PL;;;Invalid
32721;PL50359;50.518837;21.669452;L933 km:,225 PLK - ZTK SIARKOPOL;PL50359;PL;;;Invalid
32724;PL50360;52.139819;20.989993;L937 km:0 PLK - PCC Rail Coaltrain;PL50360;PL;;;Invalid
32745;PL50362;50.988431;16.664865;L970 km:,161 PLK - MAJKOLTRANS;PL50362;PL;;;Invalid
32748;PL50365;51.288717;15.593035;L973 km:3,354 PLK - Z-dy Ch. WIZÓW;PL50365;PL;;;Invalid
32749;PL50366;51.127013;15.555604;L974 km:,113 PLK - Ziel.Kop.Sur.Min;PL50366;PL;;;Invalid
32751;PL50367;50.765652;16.159699;L976 km:,316 PLK - Kop.CZARNY BÓR;PL50367;PL;;;Invalid
32752;PL50368;50.571722;17.991604;L978 km:,958 PLK - CEMET S.A.;PL50368;PL;;;Invalid
32753;PL50369;50.006438;20.929937;L987 km:,085 PLK - KOLTAR;PL50369;PL;;;Invalid
32762;PL50370;53.90384;14.264631;L997 km:,142 PLK - ZMP SZCZECIN-ŚW.;PL50370;PL;;;Invalid
32763;PL50371;53.391381;14.523102;L998 km:,034 PLK - ZE DOLNA ODRA;PL50371;PL;;;Invalid
34668;RO70043;44.5649;26.0485;Odaile PO;RO70043;RO;2021-11-09 23:00:00+00:00;2099-12-31 23:00:00+00:00;Valid
35188;SEKmy;59.4176;17.9568;Kummelby;SE10294;SE;;;Invalid
51484;SETbg;59.4294;17.9475;Tureberg;SE10711;SE;;;Invalid
